OTUID,sort,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU651,yl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__Denitratisoma,s__norank
OTU653,ctyl,k__Bacteria,p__unidentified_Bacteria,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__norank,s__norank
OTU654,mlxl,k__Bacteria,p__unidentified_Bacteria,c__unidentified_Bacteria,o__Gemmatales,f__Gemmataceae,g__unidentified_Gemmataceae,s\_\_bacterium\_enrichment\_culture\_clone\_B145
OTU655,ct,k__Bacteria,p__unidentified_Bacteria,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__norank,s__norank
OTU656,ctylmlxlhl,k__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Cetobacterium,s__norank
OTU657,yl,k__Bacteria,p__unidentified_Bacteria,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__norank,s__norank
OTU66,ctylmlxlhl,k__Bacteria,p__Nitrospirota,c__Nitrospira,o__Nitrospirales,f__Nitrospiraceae,g__unidentified_Nitrospiraceae,s__Nitrospira_sp
OTU660,ctyl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Tyzzerella,s__norank
OTU661,ct,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Rhodovarius,s__norank
OTU662,xl,k__Bacteria,p__unidentified_Bacteria,c__Saccharimonadia,o__Saccharimonadales,f__Saccharimonadaceae,g__TM7a,s__norank
OTU663,yl,k__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Geodermatophilaceae,g__Blastococcus,s__norank
OTU664,ctylml,k__Bacteria,p__Myxococcota,c__Polyangia,o__Haliangiales,f__Haliangiaceae,g__Haliangium,s__norank
OTU666,ct,k__Bacteria,p__unidentified_Bacteria,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__norank,s__norank
OTU667,ct,k__Bacteria,p__unidentified_Bacteria,c__Babeliae,o__Babeliales,f__norank,g__norank,s__norank
OTU668,hl,k__Bacteria,p__unidentified_Bacteria,c__Acidobacteriae,o__Acidobacteriales,f__norank,g__norank,s__norank
OTU67,ctylmlhl,k__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__ZOR0006,s__norank
OTU670,ct,k__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__unidentified_Oscillospirales,g__Hydrogenoanaerobacterium,s__norank
OTU671,ylxl,k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank,s__norank
OTU672,ylhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Thermomonas,s__norank
OTU674,cthl,k__Bacteria,p__unidentified_Bacteria,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__norank,s__norank
OTU675,ctylmlxl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Hyphomicrobium,s__norank
OTU676,ml,k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank,s__norank
OTU677,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Erwiniaceae,g__Pantoea,s__Pantoea_ananatis
OTU678,ctylmlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__norank,g__norank,s__norank
OTU679,ct,k__Bacteria,p__Desulfobacterota,c__Syntrophobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__Desulfovirga,s__norank
OTU68,ctylmlhl,k__Bacteria,p__Firmicutes,c__Bacilli,o__Exiguobacterales,f__Exiguobacteraceae,g__Exiguobacterium,s__norank
OTU680,ml,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__A4b,g__norank,s__norank
OTU682,ct,k__Bacteria,p__Planctomycetes,c__unidentified_Planctomycetes,o__Gemmatales,f__Gemmataceae,g__Gemmata,s__norank
OTU683,ct,k__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Caproiciproducens,s__norank
OTU684,yl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus,s__norank
OTU685,ylxlhl,k__Bacteria,p__Nitrospinota,c__P9X2b3D02,o__norank,f__norank,g__norank,s__norank
OTU686,xl,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU688,ct,k__Bacteria,p__unidentified_Bacteria,c__Babeliae,o__Babeliales,f__Babeliaceae,g__norank,s__norank
OTU689,mlhl,k__Bacteria,p__Chloroflexi,c__KD4-96,o__norank,f__norank,g__norank,s__norank
OTU69,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Budviciaceae,g__Leminorella,s__Leminorella_grimontii
OTU690,ctylxl,k__Bacteria,p__Firmicutes,c__norank,o__norank,f__norank,g__norank,s__norank
OTU693,ctylxl,k__Bacteria,p__unidentified_Bacteria,c__Oligoflexia,o__Oligoflexales,f__norank,g__norank,s__norank
OTU695,hl,k__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_pseudolongum
OTU696,hl,k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__norank,s__norank
OTU697,ctyl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__norank
OTU7,ctylmlxlhl,k__Bacteria,p__Firmicutes,c__Bacilli,o__norank,f__norank,g__norank,s__norank
OTU70,ctylmlxlhl,k__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__PeM15,f__norank,g__norank,s__norank
OTU702,ctyl,k__Bacteria,p__unidentified_Bacteria,c__Anaerolineae,o__Caldilineales,f__Caldilineaceae,g__norank,s__norank
OTU703,yl,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__1-20,f__norank,g__norank,s__norank
OTU705,xl,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium,s__norank
OTU708,ct,k__Bacteria,p__unidentified_Bacteria,c__unidentified_Bacteria,o__Gemmatales,f__Gemmataceae,g__norank,s__norank
OTU71,mlhl,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus_coleohominis
OTU710,xlhl,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__norank
OTU712,mlhl,k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank,s__norank
OTU714,ctxl,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__norank,s__norank
OTU716,ctml,k__Bacteria,p__Desulfobacterota,c__Desulfomonilia,o__Desulfomonilales,f__Desulfomonilaceae,g__Desulfomonile,s__norank
OTU719,hl,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU72,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Pleomorphomonadaceae,g__Chthonobacter,s__norank
OTU720,ctmlxl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylobacterium-Methylorubrum,s__Methylobacterium_brachiatum
OTU721,ct,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus_Competibacter,s__norank
OTU724,cthl,k__Bacteria,p__Desulfobacterota,c__Desulfobulbia,o__Desulfobulbales,f__Desulfobulbaceae,g__Desulfobulbus,s__norank
OTU728,hl,k__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Microlunatus,s__norank
OTU73,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__norank,s__norank
OTU731,ctxl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylococcaceae,g__norank,s__norank
OTU732,yl,k__Bacteria,p__unidentified_Bacteria,c__WWE3,o__unidentified_WWE3,f__unidentified_WWE3,g__unidentified_WWE3,s__bacterium_enrichment_culture_clone_EBa3
OTU733,ml,k__Bacteria,p__unidentified_Bacteria,c__Thermoleophilia,o__Gaiellales,f__norank,g__norank,s__norank
OTU735,xlhl,k__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Chloroplast,f__unidentified_Chloroplast,g__unidentified_Chloroplast,s__norank
OTU737,mlhl,k__Bacteria,p__unidentified_Bacteria,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__norank,s__norank
OTU738,hl,k__Bacteria,p__unidentified_Bacteria,c__unidentified_Bacteria,o__Gemmatales,f__Gemmataceae,g__norank,s__norank
OTU739,yl,k__Bacteria,p__unidentified_Bacteria,c__Syntrophia,o__Syntrophales,f__norank,g__norank,s__norank
OTU74,ylxl,k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Parabacteroides,s__Parabacteroides_distasonis
OTU740,ctml,k__Bacteria,p__unidentified_Bacteria,c__unidentified_Bacteria,o__Isosphaerales,f__Isosphaeraceae,g__unidentified_Isosphaeraceae,s__Verrucomicrobia_bacterium_ADurb.Bin474
OTU741,hl,k__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Kineosporiales,f__Kineosporiaceae,g__Kineosporia,s__norank
OTU742,xlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__unidentified_Gammaproteobacteria,f__unidentified_Gammaproteobacteria,g__norank,s__norank
OTU743,ctxl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__Nitrosomonas,s__norank
OTU744,ct,k__Bacteria,p__Planctomycetes,c__unidentified_Planctomycetes,o__Gemmatales,f__Gemmataceae,g__Fimbriiglobus,s__norank
OTU746,ct,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriaceae,g__Acetobacterium,s__norank
OTU747,hl,k__Bacteria,p__unidentified_Bacteria,c__Alphaproteobacteria,o__Caedibacterales,f__Caedibacteraceae,g__norank,s__norank
OTU748,ml,k__Bacteria,p__unidentified_Bacteria,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__norank,s__norank
OTU749,ct,k__Bacteria,p__Desulfobacterota,c__Syntrophobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__Syntrophobacter,s__norank
OTU75,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__norank,g__norank,s__norank
OTU750,hl,k__Bacteria,p__unidentified_Bacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank,g__norank,s__norank
OTU752,ctxl,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU753,ml,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Porphyrobacter,s__norank
OTU754,ctml,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__FukuN57,s__norank
OTU756,cthl,k__Bacteria,p__unidentified_Bacteria,c__Thermoleophilia,o__Gaiellales,f__norank,g__norank,s__norank
OTU757,mlhl,k__Bacteria,p__unidentified_Bacteria,c__Thermoleophilia,o__Gaiellales,f__unidentified_Gaiellales,g__unidentified_Gaiellales,s__bacterium_Ellin6517
OTU758,hl,k__Bacteria,p__Actinobacteriota,c__MB-A2-108,o__norank,f__norank,g__norank,s__norank
OTU759,ctml,k__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__OPB41,f__norank,g__norank,s__norank
OTU76,ctylmlxlhl,k__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Solobacterium,s__norank
OTU763,ml,k__Bacteria,p__unidentified_Bacteria,c__Acidimicrobiia,o__Microtrichales,f__norank,g__norank,s__norank
OTU764,xl,k__Bacteria,p__unidentified_Bacteria,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__norank,s__norank
OTU765,ylhl,k__Bacteria,p__RCP2-54,c__norank,o__norank,f__norank,g__norank,s__norank
OTU766,ct,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU768,hl,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_funiculus
OTU769,ct,k__Bacteria,p__unidentified_Bacteria,c__Anaerolineae,o__Caldilineales,f__Caldilineaceae,g__norank,s__norank
OTU77,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Roseomonas,s__norank
OTU771,ctyl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas_psychrotolerans
OTU775,ml,k__Bacteria,p__unidentified_Bacteria,c__unidentified_Bacteria,o__Planctomycetales,f__Rubinisphaeraceae,g__norank,s__norank
OTU776,yl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Defluviitaleaceae,g__Defluviitaleaceae_UCG-011,s__norank
OTU777,ctyl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eisenbergiella,s__norank
OTU778,ct,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Coxiellales,f__Coxiellaceae,g__Coxiella,s__norank
OTU78,ctylmlxlhl,k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__norank
OTU781,mlhl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae,g__Devosia,s__norank
OTU783,mlhl,k__Bacteria,p__unidentified_Bacteria,c__Alphaproteobacteria,o__norank,f__norank,g__norank,s__norank
OTU784,xl,k__Bacteria,p__Verrucomicrobiota,c__Omnitrophia,o__Omnitrophales,f__Omnitrophaceae,g__Candidatus_Omnitrophus,s__norank
OTU788,xl,k__Bacteria,p__Bdellovibrionota,c__Oligoflexia,o__0319-6G20,f__norank,g__norank,s__norank
OTU789,mlhl,k__Bacteria,p__Methylomirabilota,c__Methylomirabilia,o__Rokubacteriales,f__norank,g__norank,s__norank
OTU79,ctylmlhl,k__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Dielma,s__norank
OTU790,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Yersiniaceae,g__Serratia,s__norank
OTU791,ctml,k__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__norank
OTU792,hl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylobacterium-Methylorubrum,s__norank
OTU793,yl,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales-Selenomonadales,f__Veillonellaceae,g__Dialister,s__norank
OTU794,hl,k__Bacteria,p__unidentified_Bacteria,c__Myxococcia,o__Myxococcales,f__Myxococcaceae,g__norank,s__norank
OTU795,yl,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU796,ct,k__Bacteria,p__Planctomycetes,c__unidentified_Planctomycetes,o__Gemmatales,f__Gemmataceae,g__Gemmata,s__norank
OTU798,mlhl,k__Bacteria,p__Desulfobacterota,c__Desulfobaccia,o__Desulfobaccales,f__Desulfobaccaceae,g__Desulfobacca,s__norank
OTU8,ctylmlxlhl,k__Bacteria,p__unidentified_Bacteria,c__Clostridia,o__Peptostreptococcales-Tissierellales,f__Peptostreptococcaceae,g__norank,s__norank
OTU80,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Vibrio,s__norank
OTU801,ct,k__Bacteria,p__unidentified_Bacteria,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__norank,s__norank
OTU802,hl,k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank,s__norank
OTU803,ct,k__Bacteria,p__Desulfobacterota,c__Desulfobaccia,o__Desulfobaccales,f__Desulfobaccaceae,g__Desulfobacca,s__norank
OTU805,ctml,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_sensu_stricto_1,s__Clostridium_beijerinckii
OTU807,yl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Comamonas,s__norank
OTU808,hl,k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank,s__norank
OTU809,ml,k__Bacteria,p__Bdellovibrionota,c__Oligoflexia,o__0319-6G20,f__unidentified_0319-6G20,g__unidentified_0319-6G20,s\_\_bacterium\_enrichment\_culture\_clone\_B126
OTU81,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Mitochondria,g__unidentified_Mitochondria,s__Gleditsia_sinensis
OTU810,hl,k__Bacteria,p__unidentified_Bacteria,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__norank,s__norank
OTU813,xl,k__Bacteria,p__Planctomycetes,c__unidentified_Planctomycetes,o__Gemmatales,f__Gemmataceae,g__Gemmata,s__norank
OTU814,yl,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,s__Enterococcus_faecalis
OTU818,hl,k__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__Gaiella,s__norank
OTU819,ct,k__norank,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU82,ctylmlxlhl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__norank,s__norank
OTU821,yl,k__Bacteria,p__Planctomycetes,c__unidentified_Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Pirellula,s__norank
OTU822,mlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__GOUTA6,s__norank
OTU823,ct,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU826,ct,k__Bacteria,p__Desulfobacterota,c__Desulfobaccia,o__Desulfobaccales,f__Desulfobaccaceae,g__Desulfobacca,s__norank
OTU827,yl,k__Bacteria,p__unidentified_Bacteria,c__Desulfobulbia,o__Desulfobulbales,f__Desulfocapsaceae,g__norank,s__norank
OTU83,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylomonadaceae,g__Crenothrix,s__norank
OTU830,hl,k__Bacteria,p__unidentified_Bacteria,c__Thermoleophilia,o__Gaiellales,f__norank,g__norank,s__norank
OTU831,ct,k__Bacteria,p__unidentified_Bacteria,c__Anaerolineae,o__norank,f__norank,g__norank,s__norank
OTU832,ctylmlhl,k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_paurosaccharolyticus
OTU836,xlhl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Labraceae,g__Labrys,s__alpha_proteobacterium_A0838
OTU837,xl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__norank
OTU84,ctylmlxlhl,k__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__norank,g__norank,s__norank
OTU840,ct,k__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__Bdellovibrio_sp_oral_clone_CA006
OTU841,ctyl,k__Bacteria,p__unidentified_Bacteria,c__Babeliae,o__Babeliales,f__norank,g__norank,s__norank
OTU842,ml,k__Bacteria,p__Planctomycetes,c__unidentified_Planctomycetes,o__Gemmatales,f__Gemmataceae,g__Fimbriiglobus,s__norank
OTU849,xl,k__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Chroococcidiopsaceae,g__Chroococcidiopsis_PCC_7203,s__norank
OTU85,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__Aquicella,s__norank
OTU850,xl,k__Bacteria,p__unidentified_Bacteria,c__Oligoflexia,o__Oligoflexales,f__norank,g__norank,s__norank
OTU851,mlhl,k__Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__RB41,s__norank
OTU852,ct,k__Bacteria,p__SAR324_clade(Marine_group_B),c__norank,o__norank,f__norank,g__norank,s__norank
OTU853,ct,k__Bacteria,p__unidentified_Bacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank,g__norank,s__norank
OTU856,ct,k__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__Prosthecobacter,s__norank
OTU857,yl,k__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Bilophila,s__norank
OTU859,ct,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU86,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__SZB7,f__norank,g__norank,s__norank
OTU860,yl,k__Bacteria,p__Planctomycetes,c__unidentified_Planctomycetes,o__Planctomycetales,f__Schlesneriaceae,g__Planctopirus,s__norank
OTU861,hl,k__Bacteria,p__unidentified_Bacteria,c__Chloroflexia,o__Chloroflexales,f__Roseiflexaceae,g__norank,s__norank
OTU862,xlhl,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_suis
OTU863,ml,k__Bacteria,p__Acidobacteriota,c__Holophagae,o__Subgroup_7,f__norank,g__norank,s__norank
OTU865,hl,k__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Candidatus_Udaeobacter,s__norank
OTU866,yl,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus_fermentum
OTU867,ml,k__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__Nocardioides_sp
OTU868,mlhl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Pedomicrobium,s__norank
OTU869,ct,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylomonadaceae,g__Methyloglobulus,s__norank
OTU87,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Reyranellales,f__Reyranellaceae,g__Reyranella,s__norank
OTU870,xlhl,k__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__Vicinamibacteraceae,g__Luteitalea,s__norank
OTU872,hl,k__Bacteria,p__Acidobacteriota,c__Thermoanaerobaculia,o__Thermoanaerobaculales,f__Thermoanaerobaculaceae,g__Subgroup_10,s__norank
OTU873,hl,k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_paurosaccharolyticus
OTU874,hl,k__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Terrimicrobiaceae,g__Terrimicrobium,s__norank
OTU876,ct,k__Bacteria,p__unidentified_Bacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank,g__norank,s__norank
OTU877,ct,k__Bacteria,p__Planctomycetes,c__unidentified_Planctomycetes,o__Planctomycetales,f__Rubinisphaeraceae,g__Planctomicrobium,s__norank
OTU878,ct,k__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__norank,s__norank
OTU88,ctylmlxlhl,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU880,xl,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU882,ml,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Starkeya,s__norank
OTU883,yl,k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__Phaeodactylibacter,s__norank
OTU888,ml,k__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium_periodonticum
OTU89,ctylxl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__GCA-900066575,s__norank
OTU890,yl,k__Bacteria,p__Myxococcota,c__bacteriap25,o__norank,f__norank,g__norank,s__norank
OTU891,ylmlxlhl,k__Bacteria,p__Nitrospirota,c__Nitrospira,o__Nitrospirales,f__Nitrospiraceae,g__norank,s__norank
OTU892,mlhl,k__Bacteria,p__Actinobacteriota,c__MB-A2-108,o__norank,f__norank,g__norank,s__norank
OTU893,ylxl,k__Bacteria,p__unidentified_Bacteria,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__norank,s__norank
OTU894,hl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__Ellin6067,s__norank
OTU895,ctylhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__norank
OTU896,ctmlxlhl,k__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__PeM15,f__norank,g__norank,s__norank
OTU897,yl,k__Bacteria,p__Desulfobacterota,c__Syntrophobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__Syntrophobacter,s__norank
OTU899,ml,k__Bacteria,p__SAR324_clade(Marine_group_B),c__norank,o__norank,f__norank,g__norank,s__norank
OTU9,ctylmlxlhl,k__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Cetobacterium,s__norank
OTU90,ylmlxlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Kangiellaceae,g__Pleionea,s__Kangiella_sp_MMH2-2
OTU900,ml,k__Bacteria,p__Planctomycetes,c__unidentified_Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Pirellula,s__norank
OTU902,yl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_UCG-014,f__norank,g__norank,s__norank
